"reference_id","category","equipment","parameter","state","value_min","value_max","unit","reference_type","source_organization","source_document","publication_year","page","source_url","applicability","calculation_note","confidence"
"TARIFF_GENERAL_A_II_HV_A_III_ALL_SPRING_AUTUMN","tariff","general_electricity","energy_rate","all","98.6","98.6","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""III"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01"",""season"":""spring_autumn"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_III_ALL_WINTER","tariff","general_electricity","energy_rate","all","130.3","130.3","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""III"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01"",""season"":""winter"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_IV_BASIC","tariff","general_electricity","basic_rate","monthly","8230","8230","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""IV"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01""}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_IV_ALL_SUMMER","tariff","general_electricity","energy_rate","all","138.6","138.6","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""IV"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01"",""season"":""summer"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_IV_ALL_SPRING_AUTUMN","tariff","general_electricity","energy_rate","all","94.3","94.3","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""IV"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01"",""season"":""spring_autumn"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_IV_ALL_WINTER","tariff","general_electricity","energy_rate","all","125","125","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""IV"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01"",""season"":""winter"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_III_BASIC","tariff","general_electricity","basic_rate","monthly","7170","7170","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""III"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01""}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_III_ALL_SUMMER","tariff","general_electricity","energy_rate","all","140.5","140.5","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""III"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01"",""season"":""summer"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_III_ALL_SPRING_AUTUMN","tariff","general_electricity","energy_rate","all","97.5","97.5","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""III"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01"",""season"":""spring_autumn"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_III_ALL_WINTER","tariff","general_electricity","energy_rate","all","127.3","127.3","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""III"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01"",""season"":""winter"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_IV_BASIC","tariff","general_electricity","basic_rate","monthly","8230","8230","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""IV"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01""}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_IV_ALL_SUMMER","tariff","general_electricity","energy_rate","all","135.2","135.2","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""IV"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01"",""season"":""summer"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_IV_ALL_SPRING_AUTUMN","tariff","general_electricity","energy_rate","all","92.2","92.2","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""IV"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01"",""season"":""spring_autumn"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_IV_ALL_WINTER","tariff","general_electricity","energy_rate","all","122","122","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""IV"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01"",""season"":""winter"",""band"":""all""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_B_HV_A_I_BASIC","tariff","general_electricity","basic_rate","monthly","7220","7220","KRW/kW/month","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp""}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_A_I_OFF_PEAK_SUMMER","tariff","general_electricity","energy_rate","off_peak","92.8","92.8","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""summer"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_A_I_OFF_PEAK_SPRING_AUTUMN","tariff","general_electricity","energy_rate","off_peak","92.8","92.8","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""spring_autumn"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_A_I_OFF_PEAK_WINTER","tariff","general_electricity","energy_rate","off_peak","99.8","99.8","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""winter"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_A_I_MID_LOAD_SUMMER","tariff","general_electricity","energy_rate","mid_load","145.7","145.7","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""summer"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_A_I_MID_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","mid_load","115.3","115.3","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""spring_autumn"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_A_I_MID_LOAD_WINTER","tariff","general_electricity","energy_rate","mid_load","145.9","145.9","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""winter"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_A_I_PEAK_LOAD_SUMMER","tariff","general_electricity","energy_rate","peak_load","227.8","227.8","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""summer"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_A_I_PEAK_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","peak_load","146","146","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""spring_autumn"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_A_I_PEAK_LOAD_WINTER","tariff","general_electricity","energy_rate","peak_load","203.4","203.4","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""winter"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_A_II_BASIC","tariff","general_electricity","basic_rate","monthly","8320","8320","KRW/kW/month","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp""}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_COPY"
"TARIFF_GENERAL_B_HV_A_II_OFF_PEAK_SUMMER","tariff","general_electricity","energy_rate","off_peak","87.3","87.3","KRW/kWh","OFFICIAL","한국전력공사","전기요금(종합) 2026-06-01 시행, 한전 제작 PDF 외부 호스팅 사본","2026","PDF 1","https://data.cmpi.or.kr/program/board/2026%EB%85%84%EB%8F%846%EC%9B%941%EC%9D%BC%20%EC%8B%9C%ED%96%89%20%EC%A0%84%EA%B8%B0%EC%9A%94%EA%B8%88%ED%91%9C.pdf","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_B"",""voltage"":""HV_A"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""source_hosting"":""external_copy_of_kepco_document"",""confidence"":""VERIFIED_COPY"",""corroborating_url"":""https://cyber.kepco.co.kr/ckepco/front/jsp/CY/E/E/CYEEHP00102.jsp"",""season"":""summer"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_COPY"
